,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,DAY,MONTH,YEAR
1140,10367,46,104.53,6,4808.38,1281,Resolved,Classic Cars,141,S18_3685,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium,12,1,2020
1141,10379,32,70.83,4,2266.56,1253,Shipped,Classic Cars,141,S18_3685,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,10,2,2020
1142,10406,65,161.06,1,10468.9,1189,Disputed,Classic Cars,141,S18_3685,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Large,15,4,2020
1143,10419,43,129.98,3,5589.14,1158,Shipped,Classic Cars,141,S18_3685,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Medium,17,5,2020
1144,10108,43,67.77,12,2914.11,1965,Shipped,Motorcycles,62,S18_3782,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,Small,3,3,2018
1145,10122,35,49.74,16,1740.9,1900,Shipped,Motorcycles,62,S18_3782,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Small,8,5,2018
1146,10135,45,50.36,13,2266.2,1846,Shipped,Motorcycles,62,S18_3782,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,2,7,2018
1147,10146,47,67.14,2,3155.58,1784,Shipped,Motorcycles,62,S18_3782,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,Medium,3,9,2018
1148,10169,38,68.39,8,2598.82,1723,Shipped,Motorcycles,62,S18_3782,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small,4,11,2018
1149,10180,21,50.36,3,1057.56,1717,Shipped,Motorcycles,62,S18_3782,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Small,11,11,2018
1150,10191,43,72.74,9,3127.82,1709,Shipped,Motorcycles,62,S18_3782,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Medium,20,11,2018
1151,10211,46,54.09,8,2488.14,1654,Shipped,Motorcycles,62,S18_3782,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small,15,1,2019
1152,10224,38,58.44,1,2220.72,1618,Shipped,Motorcycles,62,S18_3782,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Small,21,2,2019
1153,10237,26,52.22,1,1357.72,1576,Shipped,Motorcycles,62,S18_3782,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Small,5,4,2019
1154,10252,31,52.84,5,1638.04,1526,Shipped,Motorcycles,62,S18_3782,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small,26,5,2019
1155,10264,48,54.71,3,2626.08,1492,Shipped,Motorcycles,62,S18_3782,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Small,30,6,2019
1156,10276,33,50.36,9,1661.88,1460,Shipped,Motorcycles,62,S18_3782,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,58339,USA,Barajas,Miguel,Small,2,8,2019
1157,10286,38,57.2,1,2173.6,1435,Shipped,Motorcycles,62,S18_3782,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Small,28,8,2019
1158,10299,39,55.95,3,2182.05,1403,Shipped,Motorcycles,62,S18_3782,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Small,30,9,2019
1159,10310,42,67.14,16,2819.88,1388,Shipped,Motorcycles,62,S18_3782,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Small,16,10,2019
1160,10319,44,59.06,4,2598.64,1371,Shipped,Motorcycles,62,S18_3782,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,10022,USA,Kuo,Kee,Small,3,11,2019
1161,10330,29,69.63,2,2019.27,1359,Shipped,Motorcycles,62,S18_3782,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,Small,16,11,2019
1162,10342,26,55.95,8,1454.7,1352,Shipped,Motorcycles,62,S18_3782,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small,24,11,2019
1163,10355,31,53.47,1,1657.57,1340,Shipped,Motorcycles,62,S18_3782,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,7,12,2019
1164,10363,32,89.12,12,2851.84,1311,Shipped,Motorcycles,62,S18_3782,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Small,6,1,2020
1165,10378,28,164.63,9,4609.64,1277,Shipped,Motorcycles,62,S18_3782,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,10,2,2020
1166,10390,36,141.11,2,5079.96,1255,Shipped,Motorcycles,62,S18_3782,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,4,3,2020
1167,10403,36,52.22,1,1879.92,1221,Shipped,Motorcycles,62,S18_3782,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Small,8,4,2020
1168,10106,41,116.46,17,4774.86,2003,Shipped,Vintage Cars,105,S18_3856,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Medium,17,2,2018
1169,10119,27,99.52,8,2687.04,1934,Shipped,Vintage Cars,105,S18_3856,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Small,28,4,2018
1170,10130,33,103.75,1,3423.75,1886,Shipped,Vintage Cars,105,S18_3856,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,Brickhaven,58339,USA,Taylor,Leslie,Medium,16,6,2018
1171,10143,34,101.64,12,3455.76,1832,Shipped,Vintage Cars,105,S18_3856,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium,10,8,2018
1172,10155,29,124.93,10,3622.97,1776,Shipped,Vintage Cars,105,S18_3856,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Medium,6,10,2018
1173,10167,34,105.87,6,3599.58,1760,Cancelled,Vintage Cars,105,S18_3856,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium,23,10,2018
1174,10178,48,112.22,9,5386.56,1745,Shipped,Vintage Cars,105,S18_3856,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Medium,8,11,2018
1175,10186,46,106.93,6,4918.78,1740,Shipped,Vintage Cars,105,S18_3856,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,WA1 1DP,UK,Hardy,Thomas,Medium,14,11,2018
1176,10197,22,115.4,3,2538.8,1729,Shipped,Vintage Cars,105,S18_3856,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Small,26,11,2018
1177,10222,45,85.75,9,3858.75,1645,Shipped,Vintage Cars,105,S18_3856,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium,19,2,2019
1178,10249,46,121.75,5,5600.5,1568,Shipped,Vintage Cars,105,S18_3856,Cambridge Collectables Co.,6175555555,4658 Baden Av.,Cambridge,51247,USA,Tseng,Kyung,Medium,8,5,2019
1179,10262,34,120.69,14,4103.46,1522,Cancelled,Vintage Cars,105,S18_3856,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,24,6,2019
1180,10273,50,85.75,1,4287.5,1496,Shipped,Vintage Cars,105,S18_3856,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Medium,21,7,2019
1181,10283,46,125.99,3,5795.54,1467,Shipped,Vintage Cars,105,S18_3856,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Medium,20,8,2019
1182,10296,22,84.7,12,1863.4,1442,Shipped,Vintage Cars,105,S18_3856,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Munich,80686,Germany,Donnermeyer,Michael,Small,15,9,2019
1183,10307,48,86.81,6,4166.88,1414,Shipped,Vintage Cars,105,S18_3856,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Medium,14,10,2019
1184,10316,47,86.81,14,4080.07,1397,Shipped,Vintage Cars,105,S18_3856,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Bennett,Helen,Medium,1,11,2019
1185,10328,34,112.22,6,3815.48,1387,Shipped,Vintage Cars,105,S18_3856,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Medium,12,11,2019
1186,10338,45,122.81,2,5526.45,1378,Shipped,Vintage Cars,105,S18_3856,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,Cartrain,Pascale,Medium,22,11,2019
1187,10351,20,168.73,2,3374.6,1368,Shipped,Vintage Cars,105,S18_3856,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Medium,3,12,2019
1188,10373,50,60.49,6,3024.5,1310,Shipped,Vintage Cars,105,S18_3856,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Medium,31,1,2020
1189,10386,22,57.55,6,1266.1,1281,Resolved,Vintage Cars,105,S18_3856,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,1,3,2020
1190,10398,45,106.93,17,4811.85,1253,Shipped,Vintage Cars,105,S18_3856,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium,30,3,2020
1191,10400,58,125.99,6,7307.42,1252,Shipped,Vintage Cars,105,S18_3856,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Large,1,4,2020
1192,10415,51,121.75,5,6209.25,1215,Disputed,Vintage Cars,105,S18_3856,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Medium,9,5,2020
1193,10104,38,140.75,3,5348.5,2045,Shipped,Classic Cars,143,S18_4027,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,31,1,2018
1194,10117,22,126.39,12,2780.58,1971,Shipped,Classic Cars,143,S18_4027,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,16,4,2018
1195,10127,25,137.88,5,3447.0,1924,Shipped,Classic Cars,143,S18_4027,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,3,6,2018
1196,10142,24,157.98,15,3791.52,1859,Shipped,Classic Cars,143,S18_4027,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,8,8,2018
1197,10152,35,129.26,1,4524.1,1812,Shipped,Classic Cars,143,S18_4027,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Medium,25,9,2018
1198,10165,28,119.2,6,3337.6,1786,Shipped,Classic Cars,143,S18_4027,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,22,10,2018
1199,10176,36,153.67,5,5532.12,1772,Shipped,Classic Cars,143,S18_4027,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Medium,6,11,2018
1200,10185,39,130.69,16,5096.91,1765,Shipped,Classic Cars,143,S18_4027,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium,14,11,2018
1201,10196,27,168.04,8,4537.08,1754,Shipped,Classic Cars,143,S18_4027,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,Murphy,Leslie,Medium,26,11,2018
1202,10207,40,153.67,1,6146.8,1742,Shipped,Classic Cars,143,S18_4027,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Medium,9,12,2018
1203,10220,50,165.16,5,8258.0,1678,Shipped,Classic Cars,143,S18_4027,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Large,12,2,2019
1204,10230,42,172.34,3,7238.28,1648,Shipped,Classic Cars,143,S18_4027,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,Large,15,3,2019
1205,10247,48,140.75,5,6756.0,1598,Shipped,Classic Cars,143,S18_4027,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Medium,5,5,2019
1206,10272,25,149.36,5,3734.0,1523,Shipped,Classic Cars,143,S18_4027,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Medium,20,7,2019
1207,10282,31,150.8,8,4674.8,1493,Shipped,Classic Cars,143,S18_4027,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,20,8,2019
1208,10292,44,162.29,2,7140.76,1475,Shipped,Classic Cars,143,S18_4027,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Large,8,9,2019
1209,10306,23,156.55,16,3600.65,1440,Shipped,Classic Cars,143,S18_4027,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium,14,10,2019
1210,10314,29,145.06,8,4206.74,1433,Shipped,Classic Cars,143,S18_4027,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Medium,22,10,2019
1211,10324,49,109.79,13,5379.71,1420,Shipped,Classic Cars,143,S18_4027,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Medium,5,11,2019
1212,10337,36,157.76,3,5679.36,1405,Shipped,Classic Cars,143,S18_4027,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,Hernandez,Maria,Medium,21,11,2019
1213,10349,34,129.26,5,4394.84,1396,Shipped,Classic Cars,143,S18_4027,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium,1,12,2019
1214,10358,25,101.13,13,2528.25,1388,Shipped,Classic Cars,143,S18_4027,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,10,12,2019
1215,10372,48,146.49,6,7031.52,1342,Shipped,Classic Cars,143,S18_4027,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Large,26,1,2020
1216,10383,38,140.55,1,5340.9,1316,Shipped,Classic Cars,143,S18_4027,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,22,2,2020
1217,10394,37,172.34,1,6376.58,1295,Shipped,Classic Cars,143,S18_4027,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,15,3,2020
1218,10413,49,140.75,5,6896.75,1245,Shipped,Classic Cars,143,S18_4027,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Medium,5,5,2020
1219,10100,22,86.51,4,1903.22,2096,Shipped,Vintage Cars,92,S18_4409,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Small,6,1,2018
1220,10110,28,89.27,8,2499.56,2026,Shipped,Vintage Cars,92,S18_4409,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small,18,3,2018
1221,10124,36,85.59,7,3081.24,1963,Shipped,Vintage Cars,92,S18_4409,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Medium,21,5,2018
1222,10148,34,105.83,1,3598.22,1851,Shipped,Vintage Cars,92,S18_4409,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium,11,9,2018
1223,10173,21,75.46,14,1584.66,1797,Shipped,Vintage Cars,92,S18_4409,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small,5,11,2018
1224,10182,36,109.52,11,3942.72,1791,Shipped,Vintage Cars,92,S18_4409,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,12,11,2018
1225,10193,24,97.55,15,2341.2,1783,Shipped,Vintage Cars,92,S18_4409,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Small,21,11,2018
1226,10204,29,85.59,5,2482.11,1773,Shipped,Vintage Cars,92,S18_4409,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Small,2,12,2018
1227,10213,38,94.79,1,3602.02,1723,Shipped,Vintage Cars,92,S18_4409,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,WA1 1DP,UK,Hardy,Thomas,Medium,22,1,2019
1228,10227,34,104.91,11,3566.94,1685,Shipped,Vintage Cars,92,S18_4409,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium,2,3,2019
1229,10241,42,90.19,3,3787.98,1644,Shipped,Vintage Cars,92,S18_4409,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Medium,13,4,2019
1230,10280,35,105.83,17,3704.05,1519,Shipped,Vintage Cars,92,S18_4409,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Medium,17,8,2019
1231,10288,35,80.99,6,2834.65,1505,Shipped,Vintage Cars,92,S18_4409,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small,1,9,2019
1232,10302,38,89.27,2,3392.26,1836,Shipped,Vintage Cars,92,S18_4409,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium,6,10,2018
1233,10311,41,81.91,1,3358.31,1462,Shipped,Vintage Cars,92,S18_4409,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,16,10,2019
1234,10332,50,146.2,2,7310.0,1431,Shipped,Vintage Cars,92,S18_4409,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Large,17,11,2019
1235,10344,21,104.91,4,2203.11,1424,Shipped,Vintage Cars,92,S18_4409,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Small,25,11,2019
1236,10367,43,62.72,8,2696.96,1377,Resolved,Vintage Cars,92,S18_4409,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Small,12,1,2020
1237,10380,32,105.52,1,3376.64,1343,Shipped,Vintage Cars,92,S18_4409,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,16,2,2020
1238,10407,6,90.19,3,541.14,1278,On Hold,Vintage Cars,92,S18_4409,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small,22,4,2020
1239,10420,66,92.95,6,6134.7,1242,In Process,Vintage Cars,92,S18_4409,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium,29,5,2020
1240,10105,41,82.5,10,3382.5,2081,Shipped,Vintage Cars,87,S18_4522,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Medium,11,2,2018
1241,10117,23,97.42,4,2240.66,2018,Shipped,Vintage Cars,87,S18_4522,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,16,4,2018
1242,10128,43,92.16,1,3962.88,1968,Shipped,Vintage Cars,87,S18_4522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,6,6,2018
1243,10142,24,70.22,7,1685.28,1906,Shipped,Vintage Cars,87,S18_4522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,8,8,2018
1244,10153,22,83.38,6,1834.36,1856,Shipped,Vintage Cars,87,S18_4522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,28,9,2018
1245,10166,26,73.73,1,1916.98,1834,Shipped,Vintage Cars,87,S18_4522,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Small,21,10,2018
1246,10177,35,74.6,8,2611.0,1818,Shipped,Vintage Cars,87,S18_4522,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,28023,Spain,Fernandez,Jesus,Small,7,11,2018
1247,10185,47,77.24,8,3630.28,1812,Shipped,Vintage Cars,87,S18_4522,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium,14,11,2018
1248,10197,50,101.81,14,5090.5,1801,Shipped,Vintage Cars,87,S18_4522,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium,26,11,2018
1249,10208,45,87.77,8,3949.65,1765,Shipped,Vintage Cars,87,S18_4522,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium,2,1,2019
1250,10221,39,89.53,2,3491.67,1719,Shipped,Vintage Cars,87,S18_4522,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Medium,18,2,2019
1251,10232,23,89.53,5,2059.19,1690,Shipped,Vintage Cars,87,S18_4522,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Bennett,Helen,Small,20,3,2019
1252,10248,42,75.48,11,3170.16,1643,Cancelled,Vintage Cars,87,S18_4522,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium,7,5,2019
1253,10261,20,89.53,9,1790.6,1603,Shipped,Vintage Cars,87,S18_4522,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Small,17,6,2019
1254,10273,33,71.09,12,2345.97,1570,Shipped,Vintage Cars,87,S18_4522,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Small,21,7,2019
1255,10283,34,105.32,14,3580.88,1541,Shipped,Vintage Cars,87,S18_4522,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Medium,20,8,2019
1256,10293,49,100.94,3,4946.06,1522,Shipped,Vintage Cars,87,S18_4522,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Medium,9,9,2019
1257,10306,39,90.4,8,3525.6,1488,Shipped,Vintage Cars,87,S18_4522,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium,14,10,2019
1258,10315,36,100.06,7,3602.16,1474,Shipped,Vintage Cars,87,S18_4522,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium,29,10,2019
1259,10326,50,86.01,5,4300.5,1464,Shipped,Vintage Cars,87,S18_4522,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,Medium,9,11,2019
1260,10337,29,155.11,2,4498.19,1453,Shipped,Vintage Cars,87,S18_4522,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,Hernandez,Maria,Medium,21,11,2019
1261,10350,30,100.77,3,3023.1,1443,Shipped,Vintage Cars,87,S18_4522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2,12,2019
1262,10372,41,86.89,7,3562.49,1389,Shipped,Vintage Cars,87,S18_4522,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Medium,26,1,2020
1263,10383,28,58.58,7,1640.24,1363,Shipped,Vintage Cars,87,S18_4522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,22,2,2020
1264,10396,45,105.32,5,4739.4,1334,Shipped,Vintage Cars,87,S18_4522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,23,3,2020
1265,10414,16,75.48,11,1207.68,1291,On Hold,Vintage Cars,87,S18_4522,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Small,6,5,2020
1266,10103,36,117.45,5,4228.2,2120,Shipped,Trucks and Buses,121,S18_4600,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Medium,29,1,2018
